Id,SalePrice
2658,145007.26945073923
2718,203253.10426397005
2414,191354.10245515348
1989,119594.79577233997
625,193872.94186129043
333,72778.7288638972
1327,105273.94013083605
858,156261.9166116181
95,202574.84968945786
1568,190419.49463700684
2482,190529.04161240088
1364,158464.26100349217
2584,189845.7705300272
818,223402.91282236355
2673,156612.51469301764
2089,154991.3850102126
1297,152560.07652780824
790,136736.4201200902
2616,218740.6291434166
720,203826.10137043596
222,139528.97351169318
557,124213.8286404713
1148,218030.6464349702
2766,168412.3094482012
534,228903.01706805843
1452,127574.7827251544
630,106301.91693766548
2648,114590.90369820298
125,171015.99793883023
1904,24119.489841164206
1670,93447.79494761137
756,78720.63299148458
717,196956.35763072805
1032,148989.38398102863
852,245489.77713478074
1731,187589.42933851297
2639,97293.59197999
2071,94915.4044481435
1267,124861.90845716296
1851,235870.3696162538
567,155356.86973921585
2439,208539.8534628016
1898,154728.52559755824
647,154704.34235770695
2256,241817.2359597091
979,89108.67532792797
1444,207036.33030052422
2485,132225.850633258
157,127526.41624545184
88,136656.74099647862
2003,117968.91161867962
186,222471.97127652686
1425,289009.9490760049
2695,113085.57454576739
738,110085.29642723869
395,170966.9090630644
1353,198134.39609253305
1878,155565.8315132555
390,217445.03845307752
1456,211571.0830272077
1103,312545.5630630024
1387,130241.09650360144
2070,144271.81216333402
1199,192828.11896368006
2479,163473.47649152868
501,315155.2973635943
2362,93447.79494761137
1718,200520.85551897623
2188,42161.04539242972
1483,169694.5714715007
2557,72236.31740082656
437,281816.7343709954
2224,204115.8847586261
1628,196048.2134290601
397,139773.33429642743
587,217279.78784891058
971,184882.54658849078
2611,180996.08142351158
1887,124812.81958139713
2399,332603.7543308778
2148,243576.85032861476
304,136200.262211995
1997,102842.99284646333
2817,68221.59888752062
1431,151959.2795967242
427,318021.1228708144
263,128381.49839300592
598,191342.5254862785
2895,287250.6959051309
687,167105.14178898715
1822,133594.9211842268
2191,70641.74589107523
179,148117.09454466196
1009,257188.08445970388
2010,108349.14290212104
1991,150604.8290519025
1411,166047.08938536263
1721,284603.60315066716
1144,167366.1952114833
593,233059.5253417433
575,285154.5888099221
1249,218661.31121783666
1604,135207.6301238666
1064,412102.4526151068
1923,181955.7483305918
1988,119459.6207649681
2325,156182.44523301913
114,191262.84636266693
2700,229606.7462215294
217,157704.0515331914
343,199922.9481721453
386,249426.1078635826
2005,121952.47094109558
2908,156517.6466202147
1814,244707.6059048121
2446,366700.51305860665
208,116869.8298844229
1679,111232.74464119798
822,329792.34111332305
6,173104.9756299813
1781,379442.5596870453
2397,255427.38649670332
2340,328472.3594381201
1618,163925.56200318865
2843,81874.58474530526
1061,308304.4677418317
2786,127574.7827251544
1935,131450.08641128382
1341,91585.97075238203
521,316713.8017585813
2136,139620.38305719878
996,174247.8228261043
227,116672.02958923302
135,176907.36839852526
1167,162049.27125483123
294,209207.87669953992
1776,239054.1892218569
540,220994.8574387346
1717,200520.85551897623
2303,127708.87413843133
116,195748.87141161622
127,135239.30396580725
1371,133566.7058695835
1014,195890.09222895087
1507,124305.96058204013
702,127917.68245945196
750,155946.65864446916
261,150755.974300973
1559,49226.78343716936
577,256051.0753285311
2812,203919.37580254374
2080,163829.19024181517
1368,160163.4172727696
2376,128467.22332658031
659,108068.50725760985
1235,138111.53648102182
332,72167.64630304572
1917,161250.04618906905
2094,203443.1070510325
1460,249529.97022704547
1471,210916.7496555406
1509,113176.98409127297
1922,134982.4903631157
433,427038.7840902859
460,312044.59642058925
1116,285514.1811819816
1137,187271.22749511735
53,223689.95547486917
2354,210947.54764839896
1475,243246.7646103061
1761,405997.3116185233
842,142767.2054069617
2739,171308.87865628608
2509,181367.9731605093
1007,216057.108076157
2610,172794.47213368764
1952,100056.48526482315
2719,202043.03076219273
2921,72167.64630304572
1966,149319.83089736893
292,117064.37939732806
1204,208919.7504529394
1829,238853.59389898897
2419,196328.84907357127
391,194275.93849718454
798,139750.4423956837
481,199983.6140167861
193,199032.8825039218
555,132317.6213767952
899,60005.88424260024
2357,193481.8833923029
328,133325.65476357797
1356,142745.7582983445
1154,124824.91120132277
1730,165630.4028843973
2249,166052.98174230644
1119,244640.58734417043
2856,126096.88759485481
1394,133851.73478691833
2587,141576.7141271994
61,288276.8667218021
2661,199803.3233119964
2711,163254.38254074063
1147,165257.9964963489
757,135308.18280860072
2623,99266.61568775255
2378,161609.9997591602
1413,141601.46631009493
1722,272233.96291027695
1112,173703.60537287546
1623,174822.2693291472
1201,166914.83209588664
1513,84899.40730171687
957,271061.40131539054
1171,316084.5817678414
1145,199177.2595469662
2726,257823.8649114573
703,175912.35677274398
760,81067.50787942208
1964,135434.57587477568
2512,192509.40246923376
159,176344.65231737634
1281,166242.93023737532
468,158974.99862462212
290,150372.19868906224
665,110476.56264123882
1463,256154.7842389749
1792,212732.06765321916
923,151403.84637265207
500,229508.41501697872
1408,161763.46564943952
331,78425.73853885794
170,91855.02942801823
2192,82508.76695191309
2571,244674.06717626928
2314,156390.16995994485
2647,111869.81643205891
422,334461.54645131517
2457,320801.94584052346
1838,237605.80074530817
2805,252671.1079648772
1645,192894.41512825846
1711,262174.56150001567
2825,224050.63144102358
322,349825.7801983029
2103,291430.0960795595
342,157314.2844033114
600,92506.98786648289
488,179161.38894883063
1725,339503.51937538723
2246,289376.67085212213
2847,173265.77866933096
806,253545.41113641468
530,207109.60241614134
963,202721.5473737111
2678,38763.09405190643
171,70372.84066845806
2401,337480.6843957956
805,215280.98265615117
2259,251840.51596321247
1748,196121.12434664558
1361,148428.32043701888
1677,148390.96198314705
1406,170649.63736074467
2322,206345.56861606118
688,167220.734574344
143,153243.50106320094
804,210373.46234338768
1214,191220.52569292719
2828,185058.80521848844
1999,168670.92904105093
2467,199017.90129974307
2665,187531.1384270746
1538,290741.8627813179
398,93545.61150111142
2822,147632.7662480171
2157,169389.03019107497
1856,167592.57201934815
1269,133222.5147961784
2570,139822.78437022492
2320,240399.28427798706
1517,143002.21070300438
2304,140774.96067521579
1312,95155.73315808574
2012,151857.22322341954
506,208863.89337114745
2865,169342.46970153062
2367,135685.19021448537
554,142170.95059726993
238,141509.4878215451
1954,125827.25997617436
2488,190890.0787765869
2291,74000.89398560014
1969,128314.63328538326
2725,161206.79537825345
1482,169694.5714715007
2763,199115.71785324308
503,216900.45980181708
1584,276023.1804648004
1531,142996.16489304157
2210,160779.82324752063
459,340817.4552406274
556,136900.74058318124
1347,136939.18263114797
1290,104890.01106590628
1388,133148.88148252966
1571,176191.85453116667
2754,233706.67501735908
765,148769.20643614564
2494,136192.20266686138
2870,148684.56509666616
7,268555.01472721086
1114,252798.94582317874
2418,250244.9151513598
291,92494.53504852562
18,339546.2012431586
39,344887.6696376936
1001,290458.69875058526
2442,212139.4837202878
616,128583.89970603208
2680,73610.71136569492
1414,112096.76218296798
289,123799.46278071479
40,284847.96393540147
860,129591.57189478324
409,168534.30924155252
673,152705.69061796658
2427,223182.73527748056
2036,195218.3981154522
2564,131303.54218004958
642,190657.9630647973
1008,165924.21374292905
1908,124544.27555681157
2519,255214.33835587808
1369,102183.5438059093
2855,181010.186778608
712,107762.96597718411
1943,78245.08663603662
1958,168315.21529076446
107,225164.17972840837
2295,183690.2493185703
704,104395.9660825382
676,132110.25784790114
259,164903.36634015734
93,270107.62676525407
106,243846.3244942762
2315,165435.13097542888
1050,127623.87160092022
1095,199079.08179543453
2709,139492.33745388463
758,180686.86926632546
1496,150114.3014922758
2370,148085.4207027213
2458,291729.5915500224
2733,121328.93556228682
161,262395.25369594933
726,136402.3023269895
845,240777.88992901728
947,248216.03436180533
2232,120322.19351461157
2563,157840.36442665177
2299,140812.111384075
